Date,Close
2020-12-31,389.92
2021-01-01,391.38
2021-01-04,391.75
2021-01-05,390.82
2021-01-06,391.33
2021-01-07,390.57
2021-01-08,391.18
2021-01-11,392.09
2021-01-12,391.45
2021-01-13,392.2
2021-01-14,392.52
2021-01-15,393.17
2021-01-18,394.66
2021-01-19,394.47
2021-01-20,393.87
2021-01-21,393.17
2021-01-22,392.53
2021-01-25,392.47
2021-01-26,392.74
2021-01-27,392.95
2021-01-28,393.6
2021-01-29,393.61
2021-02-01,394.76
2021-02-02,394.55
2021-02-03,396.7
2021-02-04,397.19
2021-02-05,396.51
2021-02-08,395.66
2021-02-09,396.04
2021-02-10,395.87
2021-02-11,396.43
2021-02-12,396.81
2021-02-15,396.75
2021-02-16,396.08
2021-02-17,394.88
2021-02-18,394.53
2021-02-19,395.2
2021-02-22,395.37
2021-02-23,394.39
2021-02-24,394.52
2021-02-25,394.83
2021-02-26,394.13
2021-03-01,394.25
2021-03-02,394.29
2021-03-03,393.39
2021-03-04,393.68
2021-03-05,394.12
2021-03-08,394.97
2021-03-09,395.8
2021-03-10,394.71
2021-03-11,393.97
2021-03-12,394.38
2021-03-15,394.78
2021-03-16,395.19
2021-03-17,398.23
2021-03-18,398.69
2021-03-19,399.59
2021-03-22,400.36
2021-03-23,400.88
2021-03-24,400.63
2021-03-25,401.23
2021-03-26,400.61
2021-03-29,400.42
2021-03-30,400.04
2021-03-31,400.1
2021-04-01,401.95
2021-04-02,400.45
2021-04-05,401.0
2021-04-06,399.71
2021-04-07,399.33
2021-04-08,400.2
2021-04-09,400.25
2021-04-12,399.39
2021-04-13,398.82
2021-04-14,399.36
2021-04-15,398.78
2021-04-16,398.95
2021-04-19,398.99
2021-04-20,398.47
2021-04-21,400.17
2021-04-22,400.68
2021-04-23,399.06
2021-04-26,399.21
2021-04-27,398.68
2021-04-28,399.36
2021-04-29,398.73
2021-04-30,398.63
2021-05-03,399.04
2021-05-04,399.73
2021-05-05,398.77
2021-05-06,398.5
2021-05-07,398.12
2021-05-10,397.6
2021-05-11,399.01
2021-05-12,399.33
2021-05-13,398.32
2021-05-14,399.05
2021-05-17,400.75
2021-05-18,401.58
2021-05-19,400.36
2021-05-20,399.97
2021-05-21,400.98
2021-05-24,400.41
2021-05-25,400.77
2021-05-26,401.39
2021-05-27,400.65
2021-05-28,400.6
2021-05-31,398.0
2021-06-01,397.19
2021-06-02,396.99
2021-06-03,395.99
2021-06-04,397.29
2021-06-07,396.15
2021-06-08,395.8
2021-06-09,395.91
2021-06-10,397.05
2021-06-11,395.91
2021-06-14,396.83
2021-06-15,396.84
2021-06-16,396.06
2021-06-17,396.42
2021-06-18,396.58
2021-06-21,396.1
2021-06-22,396.16
2021-06-23,395.85
2021-06-24,395.94
2021-06-25,396.47
2021-06-28,397.73
2021-06-29,396.74
2021-06-30,398.43
2021-07-01,396.88
2021-07-02,396.76
2021-07-05,397.23
2021-07-06,397.45
2021-07-07,396.95
2021-07-08,396.79
2021-07-09,396.4
2021-07-12,395.93
2021-07-13,396.6
2021-07-14,396.89
2021-07-15,396.34
2021-07-16,397.05
2021-07-19,397.29
2021-07-20,397.94
2021-07-21,398.44
2021-07-22,397.78
2021-07-23,397.33
2021-07-26,397.93
2021-07-27,398.41
2021-07-28,398.4
2021-07-29,398.49
2021-07-30,399.51
2021-08-02,399.04
2021-08-03,399.47
2021-08-04,399.31
2021-08-05,399.14
2021-08-06,400.01
2021-08-09,400.67
2021-08-10,401.33
2021-08-11,402.37
2021-08-12,402.39
2021-08-13,402.94
2021-08-16,402.69
2021-08-17,402.95
2021-08-18,402.85
2021-08-19,402.92
2021-08-20,403.4
2021-08-23,402.74
2021-08-24,404.43
2021-08-25,403.62
2021-08-26,402.64
2021-08-27,403.57
2021-08-30,404.21
2021-08-31,404.71
2021-09-01,405.22
2021-09-02,405.21
2021-09-03,404.48
2021-09-06,404.54
2021-09-07,404.0
2021-09-08,404.78
2021-09-09,404.66
2021-09-10,404.0
2021-09-13,403.74
2021-09-14,404.07
2021-09-15,403.62
2021-09-16,402.95
2021-09-17,403.15
2021-09-20,403.35
2021-09-21,402.94
2021-09-22,402.56
2021-09-23,402.74
2021-09-24,401.58
2021-09-27,400.45
2021-09-28,399.87
2021-09-29,399.7
2021-09-30,399.95
2021-10-01,401.13
2021-10-04,401.82
2021-10-05,401.69
2021-10-06,401.67
2021-10-07,400.87
2021-10-08,400.85
2021-10-11,400.62
2021-10-12,400.88
2021-10-13,400.22
2021-10-14,400.63
2021-10-15,401.86
2021-10-18,401.77
2021-10-19,402.1
2021-10-20,402.65
2021-10-21,402.33
2021-10-22,402.51
2021-10-25,402.52
2021-10-26,402.6
2021-10-27,401.97
2021-10-28,401.99
2021-10-29,402.4
2021-11-01,403.56
2021-11-02,404.34
2021-11-03,406.08
2021-11-04,405.46
2021-11-05,406.16
2021-11-08,406.31
2021-11-09,408.09
2021-11-10,407.43
2021-11-11,406.75
2021-11-12,406.26
2021-11-15,404.53
2021-11-16,404.11
2021-11-17,403.49
2021-11-18,403.62
2021-11-19,403.89
2021-11-22,405.41
2021-11-23,406.18
2021-11-24,405.71
2021-11-25,404.98
2021-11-26,405.38
2021-11-29,404.31
2021-11-30,405.79
2021-12-01,406.75
2021-12-02,406.37
2021-12-03,404.97
2021-12-06,406.07
2021-12-07,405.98
2021-12-08,406.98
2021-12-09,405.68
2021-12-10,405.2
2021-12-13,405.2
2021-12-14,405.24
2021-12-15,404.87
2021-12-16,405.38
2021-12-17,404.51
2021-12-20,404.4
2021-12-21,404.5
2021-12-22,404.91
2021-12-23,405.49
2021-12-24,404.58
2021-12-27,403.33
2021-12-28,404.37
2021-12-29,404.63
2021-12-30,404.03
2021-12-31,405.28
2022-01-03,405.38
2022-01-04,406.33
2022-01-05,406.39
2022-01-06,408.06
2022-01-07,409.49
2022-01-10,409.29
2022-01-11,410.09
2022-01-12,410.61
2022-01-13,411.74
2022-01-14,410.94
2022-01-17,411.51
2022-01-18,412.38
2022-01-19,410.93
2022-01-20,409.96
2022-01-21,408.28
2022-01-24,408.06
2022-01-25,408.65
2022-01-26,409.88
2022-01-27,409.94
2022-01-28,411.27
2022-01-31,410.14
2022-02-01,408.74
2022-02-02,408.7
2022-02-03,409.01
2022-02-04,408.98
2022-02-07,407.29
2022-02-08,407.22
2022-02-09,406.16
2022-02-10,406.7
2022-02-11,407.0
2022-02-14,406.23
2022-02-15,405.82
2022-02-16,404.96
2022-02-17,404.91
2022-02-18,405.68
2022-02-21,404.88
2022-02-22,405.29
2022-02-23,404.86
2022-02-24,404.22
2022-02-25,404.13
2022-02-28,403.29
2022-03-01,402.85
2022-03-02,401.88
2022-03-03,403.46
2022-03-04,403.49
2022-03-07,402.92
2022-03-08,403.1
2022-03-09,403.01
2022-03-10,402.83
2022-03-11,403.32
2022-03-14,403.93
2022-03-15,403.51
2022-03-16,403.04
2022-03-17,402.82
2022-03-18,400.96
2022-03-21,399.75
2022-03-22,400.84
2022-03-23,402.16
2022-03-24,401.96
2022-03-25,402.42
2022-03-28,402.67
2022-03-29,405.15
2022-03-30,406.06
2022-03-31,405.96
2022-04-01,405.18
2022-04-04,403.88
2022-04-05,404.04
2022-04-06,403.43
2022-04-07,402.29
2022-04-08,401.77
2022-04-11,400.9
2022-04-12,402.25
2022-04-13,402.96
2022-04-14,402.95
2022-04-15,404.14
2022-04-18,404.21
2022-04-19,403.51
2022-04-20,404.74
2022-04-21,405.18
2022-04-22,404.34
2022-04-25,404.18
2022-04-26,403.47
2022-04-27,402.36
2022-04-28,403.1
2022-04-29,404.64
2022-05-02,403.51
2022-05-03,403.97
2022-05-04,403.44
2022-05-05,403.05
2022-05-06,402.57
2022-05-09,401.87
2022-05-10,401.91
2022-05-11,401.24
2022-05-12,401.46
2022-05-13,401.42
2022-05-16,401.23
2022-05-17,400.5
2022-05-18,400.04
2022-05-19,400.64
2022-05-20,401.04
2022-05-23,400.26
2022-05-24,400.34
2022-05-25,400.94
2022-05-26,399.6
2022-05-27,400.04
2022-05-30,399.51
2022-05-31,399.96
2022-06-01,399.35
2022-06-02,397.91
2022-06-03,396.62
2022-06-06,396.65
2022-06-07,396.86
2022-06-08,396.14
2022-06-09,396.65
2022-06-10,395.33
2022-06-13,395.28
2022-06-14,394.32
2022-06-15,393.81
2022-06-16,393.84
2022-06-17,393.17
2022-06-20,392.86
2022-06-21,393.65
2022-06-22,393.2
2022-06-23,393.86
2022-06-24,392.97
2022-06-27,393.38
2022-06-28,394.52
2022-06-29,392.57
2022-06-30,391.94
2022-07-01,392.39
2022-07-04,392.23
2022-07-05,392.53
2022-07-06,392.05
2022-07-07,392.12
2022-07-08,392.0
2022-07-11,392.91
2022-07-12,393.11
2022-07-13,393.38
2022-07-14,393.05
2022-07-15,392.67
2022-07-18,392.33
2022-07-19,392.64
2022-07-20,392.31
2022-07-21,392.54
2022-07-22,394.17
2022-07-25,394.85
2022-07-26,394.6
2022-07-27,395.54
2022-07-28,395.22
2022-07-29,393.61
2022-08-01,392.82
2022-08-02,391.35
2022-08-03,391.07
2022-08-04,391.09
2022-08-05,392.4
2022-08-08,392.65
2022-08-09,392.48
2022-08-10,393.13
2022-08-11,391.39
2022-08-12,391.58
2022-08-15,392.18
2022-08-16,391.02
2022-08-17,391.92
2022-08-18,392.18
2022-08-19,391.86
2022-08-22,392.35
2022-08-23,394.13
2022-08-24,394.28
2022-08-25,394.47
2022-08-26,394.11
2022-08-29,393.44
2022-08-30,394.1
2022-08-31,393.42
2022-09-01,393.48
2022-09-02,393.1
2022-09-05,393.48
2022-09-06,393.74
2022-09-07,394.56
2022-09-08,394.15
2022-09-09,393.94
2022-09-12,393.17
2022-09-13,392.82
2022-09-14,393.12
2022-09-15,393.71
2022-09-16,392.99
2022-09-19,393.67
2022-09-20,394.74
2022-09-21,395.06
2022-09-22,396.55
2022-09-23,395.93
2022-09-26,394.95
2022-09-27,393.54
2022-09-28,394.72
2022-09-29,395.24
2022-09-30,395.19
2022-10-03,395.41
2022-10-04,394.52
2022-10-05,396.45
2022-10-06,396.56
2022-10-07,396.64
2022-10-10,397.22
2022-10-11,397.6
2022-10-12,397.78
2022-10-13,397.15
2022-10-14,397.52
2022-10-17,399.02
2022-10-18,400.09
2022-10-19,401.37
2022-10-20,400.96
2022-10-21,400.17
2022-10-24,400.06
2022-10-25,400.11
2022-10-26,400.98
2022-10-27,399.63
2022-10-28,400.85
2022-10-31,400.72
2022-11-01,400.38
2022-11-02,399.57
2022-11-03,398.25
2022-11-04,398.9
2022-11-07,398.96
2022-11-08,397.93
2022-11-09,396.9
2022-11-10,396.64
2022-11-11,397.96
2022-11-14,397.75
2022-11-15,396.56
2022-11-16,396.36
2022-11-17,396.15
2022-11-18,394.01
2022-11-21,393.97
2022-11-22,393.79
2022-11-23,394.33
2022-11-24,395.79
2022-11-25,396.68
2022-11-28,396.47
2022-11-29,395.59
2022-11-30,397.63
2022-12-01,397.68
2022-12-02,397.69
2022-12-05,397.67
2022-12-06,397.83
2022-12-07,397.71
2022-12-08,397.25
2022-12-09,396.82
2022-12-12,396.79
2022-12-13,396.36
2022-12-14,395.8
2022-12-15,395.88
2022-12-16,395.68
2022-12-19,396.87
2022-12-20,394.77
2022-12-21,395.63
2022-12-22,396.61
2022-12-23,394.97
2022-12-26,394.7
2022-12-27,394.4
2022-12-28,393.29
2022-12-29,392.68
2022-12-30,391.81
2023-01-02,393.18
2023-01-03,393.92
2023-01-04,394.92
2023-01-05,395.49
2023-01-06,394.6
2023-01-09,394.18
2023-01-10,394.57
2023-01-11,393.61
2023-01-12,394.17
2023-01-13,393.98
2023-01-16,393.68
2023-01-17,394.24
2023-01-18,394.59
2023-01-19,394.31
2023-01-20,395.22
2023-01-23,394.37
2023-01-24,394.85
2023-01-25,395.32
2023-01-26,395.08
2023-01-27,395.33
2023-01-30,394.34
2023-01-31,395.07
2023-02-01,394.93
2023-02-02,394.51
2023-02-03,395.34
2023-02-06,394.79
2023-02-07,393.67
2023-02-08,392.45
2023-02-09,392.92
2023-02-10,391.92
2023-02-13,393.29
2023-02-14,391.66
2023-02-15,392.98
2023-02-16,393.15
2023-02-17,393.07
2023-02-20,392.65
2023-02-21,392.96
2023-02-22,392.93
2023-02-23,393.8
2023-02-24,393.89
2023-02-27,394.0
2023-02-28,393.72
2023-03-01,393.67
2023-03-02,393.92
2023-03-03,392.57
2023-03-06,391.51
2023-03-07,392.09
2023-03-08,392.23
2023-03-09,392.08
2023-03-10,392.1
2023-03-13,392.37
2023-03-14,391.94
2023-03-15,391.33
2023-03-16,391.49
2023-03-17,390.72
2023-03-20,391.04
2023-03-21,389.71
2023-03-22,390.51
2023-03-23,390.88
2023-03-24,391.08
2023-03-27,391.85
2023-03-28,393.15
2023-03-29,393.95
2023-03-30,392.5
2023-03-31,391.5
2023-04-03,391.01
2023-04-04,391.03
2023-04-05,391.43
2023-04-06,390.87
2023-04-07,391.01
2023-04-10,390.42
2023-04-11,389.94
2023-04-12,388.85
2023-04-13,388.13
2023-04-14,387.08
2023-04-17,386.32
2023-04-18,387.14
2023-04-19,386.4
2023-04-20,388.44
2023-04-21,388.82
2023-04-24,388.96
2023-04-25,388.3
2023-04-26,388.84
2023-04-27,388.39
2023-04-28,388.49
2023-05-01,390.48
2023-05-02,390.4
2023-05-03,391.3
2023-05-04,390.75
2023-05-05,390.72
2023-05-08,392.1
2023-05-09,391.61
2023-05-10,393.03
2023-05-11,393.59
2023-05-12,393.15
2023-05-15,393.64
2023-05-16,394.41
2023-05-17,394.9
2023-05-18,393.66
2023-05-19,393.09
2023-05-22,392.89
2023-05-23,392.83
2023-05-24,393.32
2023-05-25,393.46
2023-05-26,392.41
2023-05-29,392.71
2023-05-30,393.19
2023-05-31,393.63
2023-06-01,394.48
2023-06-02,395.14
2023-06-05,395.5
2023-06-06,395.44
2023-06-07,394.13
2023-06-08,394.47
2023-06-09,394.63
2023-06-12,394.85
2023-06-13,393.84
2023-06-14,392.99
2023-06-15,393.82
2023-06-16,393.78
2023-06-19,394.32
2023-06-20,394.34
2023-06-21,394.37
2023-06-22,395.11
2023-06-23,394.7
2023-06-26,394.78
2023-06-27,394.41
2023-06-28,394.07
2023-06-29,393.82
2023-06-30,394.0
2023-07-03,393.62
2023-07-04,394.61
2023-07-05,393.9
2023-07-06,393.76
2023-07-07,393.41
2023-07-10,394.55
2023-07-11,394.7
2023-07-12,395.52
2023-07-13,394.34
2023-07-14,394.55
2023-07-17,395.26
2023-07-18,395.32
2023-07-19,396.16
2023-07-20,395.75
2023-07-21,396.87
2023-07-24,398.69
2023-07-25,398.4
2023-07-26,398.05
2023-07-27,399.21
2023-07-28,400.47
2023-07-31,400.05
2023-08-01,399.71
2023-08-02,399.49
2023-08-03,398.41
2023-08-04,397.68
2023-08-07,396.88
2023-08-08,396.27
2023-08-09,396.25
2023-08-10,396.43
2023-08-11,397.66
2023-08-14,396.87
2023-08-15,397.65
2023-08-16,397.48
2023-08-17,397.44
2023-08-18,397.97
2023-08-21,397.08
2023-08-22,397.39
2023-08-23,397.52
2023-08-24,397.91
2023-08-25,398.14
2023-08-28,400.09
2023-08-29,399.58
2023-08-30,399.16
2023-08-31,398.66
2023-09-01,398.22
2023-09-04,397.71
2023-09-05,398.66
2023-09-06,399.79
2023-09-07,399.33
2023-09-08,398.67
2023-09-11,399.04
2023-09-12,398.6
2023-09-13,399.11
2023-09-14,399.27
2023-09-15,398.06
2023-09-18,399.29
2023-09-19,400.73
2023-09-20,400.24
2023-09-21,399.92
2023-09-22,400.15
2023-09-25,400.42
2023-09-26,400.95
2023-09-27,402.56
2023-09-28,402.42
2023-09-29,401.78
2023-10-02,400.67
2023-10-03,400.08
2023-10-04,400.05
2023-10-05,401.49
2023-10-06,401.08
2023-10-09,401.25
2023-10-10,401.24
2023-10-11,402.2
2023-10-12,404.23
2023-10-13,403.8
2023-10-16,403.4
2023-10-17,404.25
2023-10-18,404.8
2023-10-19,406.29
2023-10-20,406.77
2023-10-23,406.47
2023-10-24,406.95
2023-10-25,407.86
2023-10-26,408.53
2023-10-27,408.94
2023-10-30,409.81
2023-10-31,410.77
2023-11-01,411.91
2023-11-02,412.44
2023-11-03,412.3
2023-11-06,412.42
2023-11-07,413.42
2023-11-08,412.74
2023-11-09,413.05
2023-11-10,412.72
2023-11-13,412.75
2023-11-14,413.8
2023-11-15,413.96
2023-11-16,414.0
2023-11-17,412.87
2023-11-20,413.49
2023-11-21,414.02
2023-11-22,415.81
2023-11-23,415.56
2023-11-24,415.74
2023-11-27,415.95
2023-11-28,417.26
2023-11-29,417.18
2023-11-30,417.41
2023-12-01,417.92
2023-12-04,418.08
2023-12-05,417.7
2023-12-06,417.87
2023-12-07,418.76
2023-12-08,417.9
2023-12-11,418.01
2023-12-12,417.43
2023-12-13,418.43
2023-12-14,417.15
2023-12-15,416.69
2023-12-18,417.0
2023-12-19,418.31
2023-12-20,418.25
2023-12-21,417.79
2023-12-22,419.36
2023-12-25,418.14
2023-12-26,416.31
2023-12-27,416.67
2023-12-28,416.25
2023-12-29,415.4
2024-01-01,415.99
2024-01-02,416.19
2024-01-03,415.72
2024-01-04,414.66
2024-01-05,415.38
2024-01-08,415.92
2024-01-09,415.84
2024-01-10,417.38
2024-01-11,416.48
2024-01-12,415.21
2024-01-15,414.64
2024-01-16,414.6
2024-01-17,414.8
2024-01-18,414.6
2024-01-19,414.89
2024-01-22,413.86
2024-01-23,415.05
2024-01-24,414.98
2024-01-25,415.91
2024-01-26,416.2
2024-01-29,416.58
2024-01-30,417.05
2024-01-31,417.42
2024-02-01,417.96
2024-02-02,419.07
2024-02-05,419.24
2024-02-06,419.83
2024-02-07,419.75
2024-02-08,420.96
2024-02-09,420.39
2024-02-12,421.91
2024-02-13,421.87
2024-02-14,420.67
2024-02-15,420.78
2024-02-16,420.2
2024-02-19,420.91
2024-02-20,420.36
2024-02-21,419.98
2024-02-22,418.4
2024-02-23,418.02
2024-02-26,415.99
2024-02-27,414.67
2024-02-28,415.3
2024-02-29,415.96
2024-03-01,416.31
2024-03-04,415.51
2024-03-05,415.47
2024-03-06,415.46
2024-03-07,414.5
2024-03-08,415.75
2024-03-11,416.48
2024-03-12,416.29
2024-03-13,416.32
2024-03-14,416.49
2024-03-15,414.79
2024-03-18,414.58
2024-03-19,414.02
2024-03-20,413.19
2024-03-21,412.96
2024-03-22,414.44
2024-03-25,414.97
2024-03-26,414.5
2024-03-27,414.97
2024-03-28,416.13
2024-03-29,416.9
2024-04-01,416.95
2024-04-02,416.41
2024-04-03,417.0
2024-04-04,417.32
2024-04-05,418.07
2024-04-08,418.6
2024-04-09,419.48
2024-04-10,419.03
2024-04-11,420.14
2024-04-12,420.3
2024-04-15,422.05
2024-04-16,421.46
2024-04-17,422.93
2024-04-18,423.09
2024-04-19,422.54
2024-04-22,422.13
2024-04-23,421.86
2024-04-24,422.22
2024-04-25,422.66
2024-04-26,422.18
2024-04-29,422.16
2024-04-30,423.97
2024-05-01,425.43
2024-05-02,425.8
2024-05-03,425.84
2024-05-06,425.94
2024-05-07,426.46
2024-05-08,425.59
2024-05-09,425.37
2024-05-10,423.95
2024-05-13,424.29
2024-05-14,424.84
2024-05-15,424.43
2024-05-16,425.76
2024-05-17,424.72
2024-05-20,423.47
2024-05-21,423.66
2024-05-22,424.55
2024-05-23,425.98
2024-05-24,425.59
2024-05-27,426.51
2024-05-28,426.48
2024-05-29,426.33
2024-05-30,427.08
2024-05-31,427.64
2024-06-03,426.29
2024-06-04,427.55
2024-06-05,428.73
2024-06-06,428.19
2024-06-07,428.53
2024-06-10,428.96
2024-06-11,429.18
2024-06-12,428.71
2024-06-13,428.13
2024-06-14,428.11
2024-06-17,429.11
2024-06-18,429.58
2024-06-19,429.26
2024-06-20,429.92
2024-06-21,427.48
2024-06-24,428.46
2024-06-25,426.97
2024-06-26,426.66
2024-06-27,425.7
2024-06-28,424.6
2024-07-01,425.59
2024-07-02,425.19
2024-07-03,425.48
2024-07-04,425.44
2024-07-05,425.85
2024-07-08,425.91
2024-07-09,424.82
2024-07-10,425.67
2024-07-11,425.25
2024-07-12,423.92
2024-07-15,423.56
2024-07-16,424.83
2024-07-17,425.55
2024-07-18,425.26
2024-07-19,424.96
2024-07-22,424.69
2024-07-23,426.45
2024-07-24,426.78
2024-07-25,427.14
2024-07-26,428.02
2024-07-29,428.23
2024-07-30,428.01
2024-07-31,427.84
2024-08-01,427.78
2024-08-02,427.74
2024-08-05,428.37
2024-08-06,428.41
2024-08-07,429.04
2024-08-08,428.97
2024-08-09,429.04
2024-08-12,427.32
2024-08-13,428.11
2024-08-14,428.4
2024-08-15,429.26
2024-08-16,426.77
2024-08-19,428.55
2024-08-20,428.43
2024-08-21,429.38
2024-08-22,428.49
2024-08-23,429.02
2024-08-26,428.11
2024-08-27,427.58
2024-08-28,429.21
2024-08-29,429.05
2024-08-30,429.24
2024-09-02,429.98
2024-09-03,430.41
2024-09-04,430.54
2024-09-05,430.85
2024-09-06,432.93
2024-09-09,432.88
2024-09-10,433.05
2024-09-11,433.96
2024-09-12,434.92
2024-09-13,435.95
2024-09-16,436.51
2024-09-17,435.51
2024-09-18,436.93
2024-09-19,435.93
2024-09-20,436.2
2024-09-23,435.54
2024-09-24,435.48
2024-09-25,435.77
2024-09-26,436.05
2024-09-27,436.42
2024-09-30,437.82
2024-10-01,438.22
2024-10-02,438.01
2024-10-03,438.85
2024-10-04,439.9
2024-10-07,438.82
2024-10-08,439.34
2024-10-09,439.96
2024-10-10,439.69
2024-10-11,440.9
2024-10-14,440.77
2024-10-15,440.88
2024-10-16,440.73
2024-10-17,440.74
2024-10-18,439.78
2024-10-21,438.51
2024-10-22,439.91
2024-10-23,439.16
2024-10-24,438.29
2024-10-25,436.41
2024-10-28,435.85
2024-10-29,434.7
2024-10-30,436.12
2024-10-31,437.0
2024-11-01,436.4
2024-11-04,438.37
2024-11-05,439.23
2024-11-06,438.94
2024-11-07,436.75
2024-11-08,438.75
2024-11-11,437.53
2024-11-12,436.09
2024-11-13,436.98
2024-11-14,439.12
2024-11-15,440.33
2024-11-18,440.83
2024-11-19,441.35
2024-11-20,442.11
2024-11-21,442.78
2024-11-22,443.03
2024-11-25,443.12
2024-11-26,443.06
2024-11-27,442.39
2024-11-28,442.15
2024-11-29,440.65
2024-12-02,440.56
2024-12-03,439.69
2024-12-04,438.72
2024-12-05,438.88
2024-12-06,440.1
2024-12-09,440.91
2024-12-10,439.52
2024-12-11,438.65
2024-12-12,439.48
2024-12-13,438.62
2024-12-16,438.42
2024-12-17,438.9
2024-12-18,438.05
2024-12-19,438.14
2024-12-20,436.97
2024-12-23,436.45
2024-12-24,436.73
2024-12-25,435.34
2024-12-26,435.72
2024-12-27,435.7
2024-12-30,436.18
2024-12-31,436.38
2025-01-01,437.57
2025-01-02,437.68
2025-01-03,437.3
2025-01-06,437.41
2025-01-07,437.89
2025-01-08,437.93
2025-01-09,437.96
2025-01-10,437.35
2025-01-13,436.77
2025-01-14,435.54
2025-01-15,437.07
2025-01-16,435.98
2025-01-17,435.38
2025-01-20,434.75
2025-01-21,435.53
2025-01-22,435.27
2025-01-23,436.36
2025-01-24,435.77
2025-01-27,436.01
2025-01-28,435.29
2025-01-29,437.15
2025-01-30,436.11
2025-01-31,436.38
2025-02-03,436.94
2025-02-04,437.3
2025-02-05,437.14
2025-02-06,437.02
2025-02-07,437.06
2025-02-10,436.93
2025-02-11,437.78
2025-02-12,439.71
2025-02-13,439.22
2025-02-14,438.02
2025-02-17,437.94
2025-02-18,440.2
2025-02-19,439.49
2025-02-20,440.93
2025-02-21,442.41
2025-02-24,441.92
2025-02-25,442.43
2025-02-26,443.87
2025-02-27,443.53
2025-02-28,443.35
2025-03-03,442.83
2025-03-04,441.94
2025-03-05,441.36
2025-03-06,440.28
2025-03-07,440.31
2025-03-10,439.63
2025-03-11,439.84
2025-03-12,438.47
2025-03-13,438.76
2025-03-14,439.49
2025-03-17,437.74
2025-03-18,438.07
2025-03-19,439.14
2025-03-20,438.08
2025-03-21,439.55
2025-03-24,439.91
2025-03-25,439.29
